 20251219	 13:20:46	3848991647	4330	4445	245.751	91.743	22.984
 20251219	 13:21:16	3848991677	4330	4445	245.950	91.771	22.958
 20251219	 13:21:46	3848991707	4330	4445	245.998	91.751	22.936
 20251219	 13:22:16	3848991737	4330	4445	246.028	91.720	22.912
 20251219	 13:22:46	3848991767	4330	4445	246.280	91.764	22.883
 20251219	 13:23:16	3848991797	4330	4445	246.540	91.811	22.855
 20251219	 13:23:46	3848991827	4330	4445	246.733	91.835	22.827
 20251219	 13:24:16	3848991857	4330	4445	246.926	91.858	22.800
 20251219	 13:24:46	3848991887	4330	4445	247.096	91.877	22.774
 20251219	 13:25:16	3848991917	4330	4445	247.307	91.913	22.750
 20251219	 13:25:46	3848991947	4330	4445	247.394	91.904	22.726
 20251219	 13:26:16	3848991977	4330	4445	247.520	91.909	22.703
 20251219	 13:26:46	3848992007	4330	4445	247.683	91.929	22.680
 20251219	 13:27:16	3848992037	4330	4445	247.846	91.950	22.657
 20251219	 13:27:46	3848992067	4330	4445	247.948	91.951	22.636
 20251219	 13:28:16	3848992097	4330	4445	248.112	91.976	22.616
 20251219	 13:28:46	3848992127	4330	4445	248.137	91.950	22.596
 20251219	 13:29:16	3848992157	4330	4445	248.258	91.960	22.576
 20251219	 13:29:46	3848992187	4330	4445	248.358	91.962	22.556
 20251219	 13:30:16	3848992217	4330	4445	248.493	91.978	22.537
 20251219	 13:30:46	3848992247	4330	4445	248.582	91.978	22.518
 20251219	 13:31:16	3848992277	4330	4445	248.661	91.977	22.501
 20251219	 13:31:46	3848992307	4330	4445	248.744	91.979	22.485
 20251219	 13:32:16	3848992337	4330	4445	248.819	91.977	22.468
 20251219	 13:32:46	3848992367	4330	4445	248.900	91.977	22.451
 20251219	 13:33:16	3848992397	4330	4445	249.024	91.992	22.433
 20251219	 13:33:46	3848992427	4330	4445	249.119	92.000	22.418
 20251219	 13:34:16	3848992457	4330	4445	249.106	91.974	22.406
 20251219	 13:34:46	3848992487	4330	4445	249.196	91.988	22.396
 20251219	 13:35:16	3848992517	4330	4445	249.265	91.997	22.386
 20251219	 13:35:46	3848992547	4330	4445	249.250	91.973	22.376
 20251219	 13:36:16	3848992577	4330	4445	249.294	91.968	22.363
 20251219	 13:36:46	3848992607	4330	4445	249.402	91.984	22.350
 20251219	 13:37:16	3848992637	4330	4445	249.399	91.959	22.336
 20251219	 13:37:46	3848992667	4330	4445	249.537	91.986	22.323
 20251219	 13:38:16	3848992697	4330	4445	249.621	91.993	22.309
 20251219	 13:38:46	3848992727	4330	4445	249.661	91.985	22.297
 20251219	 13:39:16	3848992757	4330	4445	249.736	91.988	22.283
 20251219	 13:39:46	3848992787	4330	4445	249.816	91.993	22.269
 20251219	 13:40:16	3848992817	4330	4445	249.893	91.997	22.255
 20251219	 13:40:46	3848992847	4330	4445	249.962	92.000	22.242
 20251219	 13:41:16	3848992877	4330	4445	250.035	92.007	22.231
 20251219	 13:41:46	3848992907	4330	4445	250.077	92.007	22.222
 20251219	 13:42:16	3848992937	4330	4445	250.049	91.983	22.215
 20251219	 13:42:46	3848992967	4330	4445	250.087	91.988	22.209
