 20241121	 11:27:19	3815029639	5819	385	0.460	22.353
 20241121	 11:27:19	3815029640	 20241121	 11:28:06	3815029686	5819	385	0.461	22.351
 20241121	 11:28:06	3815029687	5819	385	0.458	22.350
029544	 20241121	 11:25:43	3815029544	21	 11:22:02	3815029323	5819	385	0.461	22.354
 20241121	 11:22:02	3815029323	 20241121	 11:22:37	3815029358	5819	385	0.460	22.353
 20241121	 11:22:38	3815029359	5819	385	0.460	22.354
 20241121	 11:22:38	3815029359	54	3814331454	5819	385	0.245	22.172
 20241113	 09:31:24	3814331484	5819	385	0.245	22.177
 20241113	 09:31:54	3814331514	5819	385	0.246	22.173
 20241113	 09:32:24	3814331544	5819	385	0.245	22.168
 20241113	 09:32:54	3814331574	5819	385	0.247	22.174
 20241113	 09:33:24	3814331604	5819	385	0.247	22.172
 20241113	 09:33:54	3814331634	5819	385	0.247	22.181
 20241113	 09:34:24	3814331664	5819	385	0.246	22.175
 20241113	 09:34:54	3814331694	5819	385	0.247	22.177
 20241113	 09:35:24	3814331724	5819	385	0.246	22.177
 20241113	 09:35:54	3814331754	5819	385	0.246	22.177
 20241113	 09:36:24	3814331784	5819	385	0.246	22.184
 20241113	 09:36:54	3814331814	5819	385	0.245	22.181
 20241113	 09:37:24	3814331844	5819	385	0.247	22.180
 20241113	 09:37:54	3814331874	5819	385	0.245	22.172
 20241113	 09:38:24	3814331904	5819	385	0.246	22.181
 20241113	 09:38:54	3814331934	5819	385	0.247	22.174
 20241113	 09:39:24	3814331964	5819	385	0.246	22.178
 20241113	 09:39:54	3814331994	5819	385	0.247	22.175
 20241113	 09:40:24	3814332024	5819	385	0.246	22.182
 20241113	 09:40:54	3814332054	5819	385	0.248	22.179
 20241113	 09:41:24	3814332084	5819	385	0.247	22.179
 20241113	 09:41:54	3814332114	5819	385	0.246	22.177
 20241113	 09:42:24	3814332144	5819	385	0.245	22.186
 20241113	 09:42:54	3814332174	5819	385	0.246	22.171
 20241113	 09:43:24	3814332204	5819	385	0.246	22.187
 20241113	 09:43:54	3814332234	5819	385	0.247	22.185
 20241113	 09:44:24	3814332264	5819	385	0.246	22.173
 20241113	 09:44:54	3814332294	5819	385	0.246	22.186
 20241113	 09:45:24	3814332324	5819	385	0.246	22.183
 20241113	 09:45:54	3814332354	5819	385	0.246	22.178
 20241113	 09:46:24	3814332384	5819	385	0.245	22.180
 20241113	 09:46:54	3814332414	5819	385	0.246	22.184
 20241113	 09:47:24	3814332444	5819	385	0.247	22.172
 20241113	 09:47:54	3814332474	5819	385	0.247	22.183
 20241113	 09:48:24	3814332504	5819	385	0.245	22.183
 20241113	 09:48:54	3814332534	5819	385	0.247	22.180
 20241113	 09:49:24	3814332564	5819	385	0.245	22.179
 20241113	 09:49:54	3814332594	5819	385	0.245	22.177
 20241113	 09:50:24	3814332624	5819	385	0.246	22.182
 20241113	 09:50:54	3814332654	5819	385	0.246	22.183
 20241113	 09:51:24	3814332684	5819	385	0.246	22.185
 20241113	 09:51:54	3814332714	5819	385	0.247	22.178
 20241113	 09:52:24	3814332744	5819	385	0.247	22.181
 20241113	 09:52:54	3814332774	5819	385	0.246	22.176
 20241113	 09:53:24	3814332804	5819	385	0.247	22.183
 20241113	 09:53:54	3814332834	5819	385	0.246	22.194
 20241113	 09:54:24	3814332864	5819	385	0.246	22.186
 20241113	 09:54:54	3814332894	5819	385	0.245	22.180
 20241113	 09:55:24	3814332924	5819	385	0.247	22.190
 20241113	 09:55:54	3814332954	5819	385	0.246	22.181
 20241113	 09:56:24	3814332984	5819	385	0.247	22.191
 20241113	 09:56:54	3814333014	5819	385	0.247	22.186
 20241113	 09:57:24	3814333044	5819	385	0.246	22.185
 20241113	 09:57:54	3814333074	5819	385	0.247	22.189
 20241113	 09:58:24	3814333104	5819	385	0.249	22.178
 20241113	 09:58:54	3814333134	5819	385	0.246	22.182
 20241113	 09:59:24	3814333164	5819	385	0.245	22.188
 20241113	 09:59:54	3814333194	5819	385	0.247	22.187
 20241113	 10:00:24	3814333224	5819	385	0.246	22.182
 20241113	 10:00:54	3814333254	5819	385	0.246	22.190
 20241113	 10:01:24	3814333284	5819	385	0.245	22.190
 20241113	 10:01:54	3814333314	5819	385	0.246	22.195
 20241113	 10:02:24	3814333344	5819	385	0.247	22.192
 20241113	 10:02:54	3814333374	5819	385	0.246	22.188
 20241113	 10:03:24	3814333404	5819	385	0.245	22.184
 20241113	 10:03:54	3814333434	5819	385	0.247	22.194
 20241113	 10:04:24	3814333464	5819	385	0.246	22.185
 20241113	 10:04:54	3814333494	5819	385	0.249	22.186
 20241113	 10:05:24	3814333524	5819	385	0.246	22.186
