flow_lpm,n_segments,slope_pct_per_min_mean,r2_mean,eff_pct_per_L_mean,time_to_target_min_mean,he_volume_L_mean
0.1,2,-0.39166584213695765,0.5334380062035013,3.9166584213695765,114.61211242464749,11.46121124246475
0.2,1,-1.195406201029928,0.998290682535605,5.97703100514964,65.36690200592635,13.07338040118527
0.5,1,-1.9863209146115488,0.9990679114021961,3.9726418292230976,33.59980731666005,16.799903658330024
1.0,1,-1.4095512095510525,0.9896010202942463,1.4095512095510525,27.703853350909878,27.703853350909878
